repo,score
mitang0320/leetcodeHot100,30.0
mariofusco/quarkus-drools-llm,172.5
Kehrlann/spring-boot-testing,120.0
yaaliuzhipeng/fast-mlkit-translate-text,42.5
segment-anything-models-java/SAMJ-IJ,272.5
sentrysoftware/metricshub,3235.0
tomalbrc/blockbench-import-library,502.5
Divested-Mobile/Carrion,92.5
afsalashyana/Spring-Boot-Tutorials,37.5
Incendo/cloud-minecraft,1075.0
burukeYou/spring-smart-di,42.5
bizhangjie/CatVodSpider,67.5
polymorphicshade/Tubular,1530.0
StandardSolvers/ps-code-snippets,447.5
longerye/im-chat,127.5
sayxiaoyan/XiaoRanLiu3119-TVBoxMobile,60.0
spring-tips/spring-authorization-server,42.5
aws/amazon-gamelift-agent,427.5
DragunWF/Student-Admissions,30.0
PaperMC/SectorTool,242.5
CompassSecurity/jwt-scanner,417.5
B-Rajagopalan/CodingAtti-YouTube,97.5
nkuhn-vmw/GenAI-for-TPCF-Samples,82.5
eclipse-tracecompass/org.eclipse.tracecompass,2800.0
handsomestWei/mybatis-mapper2sql,130.0
soundvibe/ha-danfoss,335.0
GeyserMC/ThirdPartyCosmetics,115.0
shmuelzon/home-assistant-floor-plan,1447.5
MincraftEinstein/SubtleEffects,202.5
quarkiverse/quarkus-fx,827.5
ColdeZhang/Dominion,3257.5
Rearth/Oritech,2410.0
codeIntrovert/90daysOfDSA,42.5
0Akshay/passcrypt,30.0
hardingadonis/saledock,1407.5
aditya-dua/JBDL-65,30.0
yubb-ai/unofficial-gpt4,530.0
codeaashu/JAVA-Programming-Challenge,30.0
TiagoFar78/PrisonEscape,1365.0
parttimenerd/meta-agent,125.0
caoccao/swc4j,780.0
begcode/begcode-admin,42.5
AllayMC/EncryptMyPack,100.0
BREAD5940/2024-Onseason,337.5
charmy/react-native-stroke-text,652.5
bowbahdoe/jdbc,795.0
biagioT/jpa-search-helper,1670.0
lokerxx/JavaVul,30.0
RobertElderSoftware/robert-elder-software-java-modules,330.0
ChloePrime/AAAParticles,1247.5
6tail/tyme4j,952.5
qos-ch/logback-access,157.5
std-microblock/TGStickerProvider,227.5
krkarma777/moonbam,2115.0
anitalakhadze/multiple-auth-api,270.0
darksolopic/PasswordManagerGUI,30.0
LekKit/ScalarEvolution,67.5
ShafiqSadat/IPTVTelegramBot,80.0
sasmithx/Chat_Application_Socket_Progrmming,30.0
miliariadnane/spring-boot-doc-rag-bot,30.0
shinee0401/AdminPanel_Vue,30.0
mishmash-io/opentelemetry-server-embedded,612.5
Javabykiran-Angular/161_AdvancedJava,30.0
bennamrouche/irc-tester,75.0
15911075183ma/java-onnx-yolo,30.0
Rapter1990/springbootsecurity,30.0
gradlex-org/java-module-packaging,110.0
swan-io/react-native-browser,545.0
sjrsjz/vulkanite-modified,105.0
3kh0/eaglercraft-1.8,37.5
OpenCubicChunks/CubicChunks3,370.0
CodingGay/BlackShadow,42.5
xu-shawn/Serendipity,12577.5
HaHaWTH/AdvancedSensitiveWords,312.5
wisemapping/wisemapping-open-source,167.5
GOLDILOCKS-DBMS/IITP_TASK,30.0
cbrewitt/flipping-copilot,442.5
crystoll/musashi,30.0
AHUCodingBeast/Waiting-Batch-Bus,30.0
SnowCutieOwO/Continue,45.0
abhishekabhi789/LyricsForPowerAmp,632.5
w1th4d/JarPlant,120.0
JAgentSphere/bytebuddy-agent-demo,315.0
tzolov/playground-flight-booking,300.0
Shawnarun/DevelopersStack-OpenSourceNexus,765.0
zied-snoussi/git-test,432.5
Gameye98/xtrspc,80.0
MemoryZy/ZhiYouToolkit,332.5
uladzimirFilipchanka/noredraw,392.5
eaglerforge/EaglerForge-old,315.0
tony-xlh/vision-camera-cropper,417.5
habuma/spring-ai-rag-example,30.0
SatvikNema/satchat,112.5
mssanamateen/OOP-using-Java,292.5
1321928757/chatglm-sdk-java,30.0
artsiomkorzun/1brc-walkthrough,30.0
SightStudio/jOOQ-inflearn,30.0
lifting-bits/patchestry,632.5
SpringBootCourses/cqrs-banking-app,520.0
seifrajhi/Kubernetes-practical-exercises-Hands-on,2587.5
linkedin/openhouse,2720.0
BreweryTeam/BreweryX,2472.5
flynndi/quarkus-jimmer-extension,6302.5
kafbat/kafka-ui,4937.5
daisukiKaffuChino/MomoQR,330.0
SSANJAY225/offline_device_finder,30.0
codebaorg/redis-keeper,327.5
simasch/cqrs-meets-modern-java,60.0
mt1006/mc-ar-mod,202.5
Fatimakhan0/javalab,367.5
DGuhr/spring-otel-extended,50.0
daylanbueno/auth-api,60.0
jzelAdmin2006/m306-TouGH-Vault-github-backupper,30.0
ArtformGames/BungeeAuthProxy,280.0
Intelligent-CAT-Lab/CodeMind,105.0
brenoepics/at4j,825.0
SMGCommunity/Whitehole-Neo,720.0
iNuman/PdfHighlighter,30.0
vaginessa/NPatch,30.0
wisp-forest/accessories,1725.0
vivekanand-vr/javaFullStack-codebase,30.0
Naton1/osrs-pvp-reinforcement-learning,30.0
Fernanda-Kipper/desafio-anotaai-backend,97.5
Missuo0o/FoodDeliveryBackend,30.0
Katana-Official/XYNXposed,42.5
gayanukabulegoda/Live-Chat-Room,30.0
filelize/filelize-java,382.5
jithrew/PantryMate,30.0
N1nn1/dye_depot,610.0
Anof-cyber/AlphaScan,30.0
microcks/microcks-testcontainers-java-spring-demo,270.0
maciej-MKan/chess,827.5
wudgaby/wudgaby-platform,30.0
jadonharsh109/IaC-Master-Actions,562.5
W01fh4cker/MemshellKit,30.0
xixogo5105/uiptv,330.0
oviva-ag/ehealthid-relying-party,3217.5
mitre-public/open-aria,592.5
cedricp/ecutweaker,362.5
kousen/springaiexamples,42.5
AntiP2WDevelopment/AntiP2W-Addon,205.0
manusa/helm-java,1405.0
qos-ch/logback-tyler,42.5
vishalmysore/Tools4AI,480.0
NodeMedia/react-native-nodemediaclient,237.5
nipafx/modern-java-demo,30.0
VovaStelmashchuk/nest2d,225.0
seregamorph/spring-test-smart-context,587.5
cap-js/cds-intellij,910.0
EvaGupta02/AESEncryption,30.0
nilsreichardt/gad24-tests,397.5
jon-mil-92/DisplayHotKeys,430.0
amaseng/myinvois-open-sdk,217.5
Shenzhen-Robotics-Alliance/FRC-Phantom-DriveBase,30.0
appujet/jiosaavn-plugin,1032.5
ax1sX/RouteCheck-Alpha,122.5
retoocs007/JavaSysMonitor,392.5
xdev-software/testcontainers-junit4-mock,842.5
beyond-aion/aion-server,190.0
ItziSpyder/ImproperUI,447.5
lhccong/sql-slow-mirror,80.0
OmniOneID/did-cli-tool-server,200.0
Lambdua/openai4j,1532.5
C0de-cake/airbnb-clone-backend,60.0
HChenX/HookTool,1457.5
SpigotRCE/ParadiseClient-Fabric,1095.0
jd-opensource/joylive-agent,1805.0
lavalink-devs/youtube-source,1872.5
ZahidFKhan/Streams-API-Practices,37.5
sahilshelangia/system-design,30.0
garlic-bred/easy-bedrock-breaker,102.5
ahmedaliibrahim01/TourismAgencyManagementSystem,30.0
Keremyardan/Tourism_Agency_Java_Swing,30.0
5cmc/grim-trident,255.0
harryjackson/llm.java,90.0
WolfLink-DevTeam/lite-etl,42.5
Azure/azure-event-hubs-emulator-installer,725.0
GeyserExtras/GeyserExtras,525.0
YunaBraska/streamline,992.5
halilibrahimsaltas/TourismAgency,30.0
oussemamansouri/Labs-Spring-Boot-for-campusna,30.0
Thoroldvix/youtube-transcript-api,605.0
FileContainer/iAdb-api,30.0
ChunhThanhDe/Leetcode-Top-Interview,30.0
eclipse-4diac/4diac-ide,6717.5
Gayanukaa/companyA-backend,575.0
spartanoah/acrimony-client,180.0
yangfeng20/ja-netfilter,42.5
Alexdoru/ExampleMod1.8.9,30.0
LizeRaes/feedback-analyzer,157.5
galliumdata/adumbra,60.0
karatelabs/karate-js,55.0
Krishna18062005/Problem-Solving-Day-101-250,45.0
stephanj/rag-genie,155.0
OmniOneID/did-common-sdk-server,230.0
mpi-sws-rse/jmc,30.0
GPTScan/GPTScan,92.5
dromara/MilvusPlus,85.0
danvega/spring-into-ai,37.5
Kei-Luna/LunaGC_4.6.0,352.5
sepgh/testudo,90.0
apache/spark-kubernetes-operator,1147.5
thedarkcolour/ForestryCE,590.0
Netflix/maestro,452.5
PamodRathnayake/Social-media-platform-with-API-Master-of-Spring-Boot,30.0
gz10177lg/Light-Benchmark,90.0
luchob/softuni-spring-may-2024,367.5
JeevananthamPrabhu/leave-management-system,30.0
DJ-Raven/java-sample-form,90.0
RAVANA-Final-Project/RavanaAPMS,275.0
jbellis/coherepedia-jvector,90.0
firstfault/Trinity,182.5
arun0009/idempotent,125.0
enofex/taikai,1947.5
benayat/rag-with-spring-ai,37.5
TreeOfSelf/CarpetSkyAdditions-Reborn,417.5
RoseTame/MusicPlayer,80.0
MiranCZ/altoclef,955.0
lucidity-labs/maestro,37.5
DancingPumpkin65/code-wars-challenges,30.0
EmbarkXOfficial/Spring-Security-Course,37.5
koppor/github-contributors-list,535.0
Finally-A-Decent/Fadah,1340.0
yint-tech/ProxyCompose,30.0
KOSASIH/fcn-property-commerce-core,125.0
carldea/cognitive,537.5
FRCTeam2910/2024CompetitionRobot-Public,37.5
StarRocks/SQLTransformer,50.0
valkey-io/valkey-java,265.0
mayunyi/react-native-brayant-ad,110.0
qianxiao996/BurpSuite-FrameScan,430.0
SleepyFish-YT/Nemui,230.0
AkiChase/scrcpy-mask-server,130.0
jwplayer/jwplayer-react-native,1085.0
jakgor471/BSPEntSpy,380.0
MoeStick/Polar-client,80.0
gtrxAC/discord-j2me,1265.0
palantir/javapoet,1495.0
mc-wiki/minecraft-mod-heywiki,2767.5
electronstudio/jaylib-ffm,425.0
Krishna18062005/LeetCode-Problems,30.0
HemanthManuvel/Java-Learning-,30.0
Aishwaryavenkat10/TestNG-Project,52.5
marcos-dev79/AlgorithmsStudies,30.0
MYethishwar/JavaLabCraft,45.0
houbb/minicat,240.0
anuragts/tangerine,87.5
0linlin0/XPost,42.5
loiane/copilot-demo,112.5
marcushellberg/java-chat-with-documents,90.0
RelativityMC/ScalableLux,762.5
OmniOneID/did-core-sdk-server,162.5
MuleSoft-AI-Chain-Project/mule-ai-chain-connector,1055.0
datouo/CTF-Java-Gadget,80.0
oussemamansouri/JAVA-Challenges,30.0
CapyKing10/CapyAddon,637.5
EmbarkXOfficial/spring-boot-course,90.0
ThomasOM/Dusk,105.0
luohongtu/agency-lock,30.0
theodo-fintech/spring-data-event,132.5
aws-samples/real-time-social-media-analytics-with-generative-ai,245.0
advent-of-craft/2024-summer-craft-book,30.0
Nova-Committee/CheatDetector,2290.0
LitleProgrammer/3d-gui-api,297.5
DharshiBalasubramaniyam/Fullstack-E-commerce-web-application,30.0
xiewuzhiying/VS-Addition,1062.5
MoeStick/Skyblock-Extras,80.0
jagodevreede/sdkman-ui,667.5
OmniOneID/did-ca-server,185.0
natanimn/Telebof,1300.0
MInggongK/SpringbootGuiExploit,30.0
quarkiverse/quarkus-roq,2640.0
asdflj/AE2Things,1612.5
dRAGon-Okinawa/dRAGon,2360.0
Swapnikavinukonda/java_files,187.5
z64a/star-rod,290.0
Mqzn/Lotus,1125.0
alina-yur/native-spring-ai,30.0
thesurlydev/spring-ai-collab,75.0
OmniOneID/did-api-server,192.5
OmniOneID/did-blockchain-sdk-server,170.0
AvarionMC/graves,705.0
Siepert123/create-legacy,322.5
eclipse-mat/mat,1052.5
tarihub/hack-flank-cicd,175.0
LMAX-Exchange/solana4j,162.5
bsorrentino/langgraph4j,950.0
headlesshq/mc-runtime-test,1002.5
user93390/seasnail1,610.0
Fernanda-Kipper/ai-assistant-java,30.0
Pradhisha-N/Data-Visualization,30.0
Badbird5907/GHShareXUploader,30.0
FinalForEach/Cosmic-Reach-Save-Library,37.5
kp7742/RootOverlay,55.0
bowbahdoe/jdk-httpserver,130.0
mabartos/keycloak-adaptive-authn,380.0
enisHatipoglu23/tourismAgency,60.0
jhspetersson/packrat,30.0
nextflow-io/language-server,1220.0
testcontainers/java-module-workshop,45.0
pazvanti/Phoenix,132.5
boozallen/aissemble,3505.0
nonamecrackers2/simple-clouds,1075.0
CleanroomMC/Scalar,167.5
thebuildcraft/RemotePlayerWaypointsForXaero,1012.5
devoxx/DevoxxGenieIDEAPlugin,6735.0
qq418745/spring-ai-example,30.0
Randgalt/java-composer,255.0
Xyness/SimpleClaimSystem,1437.5
bitstorm/modern-webdev-wicket,30.0
elmfrain/cnmcu,577.5
bredlix/wf_companion_app,37.5
IlyaKukharchuk/InfopostAccountService,30.0
OmniOneID/did-crypto-sdk-server,177.5
Crazylegstoo/JQuickTake,142.5
xdsswar/nfx-lib,42.5
mybatis-mp/mybatis-mp,1460.0
sivaprasadreddy/spring-boot-microservices-course,185.0
st0x0ef/stellaris,737.5
quic/ai-hub-apps,657.5
deerborg/Tourism-Agency-Management,30.0
CSEdgeOfficial/Java-Programming-Internship,405.0
GreenScripter/minecraft-bot,60.0
TayebsouiniYcode/CoffeeWithDeveloper,187.5
phegondev/users-management-system,90.0
DIVISIO-AI/whisper-java,30.0
SchweizerischeBundesbahnen/ch.sbb.polarion.extension.pdf-exporter,3482.5
Hypejet/Jet,230.0
hashgraph/hedera-block-node,3255.0
loiane/api-security,90.0
forestwanglin/okx-v5-java,30.0
OmniOneID/did-datamodel-sdk-server,162.5
Kooperlol/Blockify,1090.0
noovertime7/yingsuo-plus,300.0
ComPDFKit/compdfkit-api-samples,30.0
asaikali/spring-ai-zero-to-hero,105.0
LovetheFrogs/OptiGraph,292.5
xyzbtw/rusherGUI,137.5
RogoShum/BruteForceRenderingCulling,312.5
Moulberry/MixinConstraints,82.5
joyheros/realworld,30.0
Devlrxxh/Neptune,797.5
anaconda875/reactive-hibernate-spring-boot-starter,480.0
alaturqua/trino-ai,30.0
foxynotail/create-storage-mod-fabric,305.0
JiuTian-VL/Optimus-1,30.0
SchweizerischeBundesbahnen/ch.sbb.polarion.extension.generic,3302.5
msx80/DoorsOfDoomOmicron,240.0
csiitian/Interview-Preparation,30.0
GeyserExtensionists/GeyserModelEngine,352.5
alxkm/articles,540.0
agitrubard/java-spring-best-practices,75.0
mukel/llama3.java,220.0
neoforged/ModDevGradle,1615.0
ViaVersionMCP/ViaForgePlus,477.5
AAdewunmi/Grokking-the-Coding-Interview-Patterns-for-Coding-Questions,30.0
core247/keycloak-eds-plugin,55.0
msbaek/vsa-tdd,60.0
wohaopa/GTNHModify,1015.0
genepi/cloudgene3,902.5
MultiArrayQueue/MultiArrayQueue,42.5
patternhelloworld/spring-security-oauth2-password-jpa-implementation,890.0
artlibs/autotrace4j,357.5
failutee/Mineject,647.5
Consensys/linea-sequencer,5212.5
OmniOneID/did-ca-aos,147.5
RapierXbox/ShellyElevate,217.5
OmniOneID/did-wallet-server,237.5
starlake-ai/jsqltranspiler,547.5
awslabs/analytics-accelerator-s3,1925.0
houbb/nginx4j,877.5
Interlink-Media/Sierra,3417.5
grishka/poke.dex,87.5
sattinos/xrest,150.0
BramStoutProductions/MiEx,935.0
hoangtien2k3/shopapp-backend,587.5
corentingosselin/ProdigyCape,655.0
dflib/jjava,570.0
DHD2280/Oxygen-Customizer,1097.5
Anirudh1103/Complete-Java-and-DSA,30.0
wxy0715/java_bucket,30.0
Runadee/TourismAgency,42.5
Vavaste/openai-java,30.0
itsJohnCnstn/service-template,840.0
Akarshjha03/Javatopia,30.0
annuk123/Java-Questions,82.5
jazzybruno/Spring-Boot-Template,30.0
jaiswaladi246/Mission,30.0
Atharvkote/Data-Structures-Algorithms,112.5
Kerosene-Labs/kindling,680.0
gabrielgua/realworld-springboot,30.0
aizuda/doc-apis,190.0
Xposed-Modules-Repo/io.github.tehcneko.clipboardwhitelist,80.0
flutter-youni/flutter_youni_gromore,42.5
aws-samples/sigv4-signing-examples,75.0
OmniOneID/did-verifier-server,177.5
OmniOneID/did-wallet-sdk-server,162.5
Rixafy/LatteSupport,662.5
Kehrlann/spring-security-the-good-parts,97.5
j-hc/FlagSecurePatcher,175.0
OracleBrain/Temperature-Conversion-Program,30.0
oracle-devrel/springai-rag-db23ai,120.0
NisalWick2002/Library-Management-System,30.0
Seyma000/TourismAgency-main,30.0
khiner/CrosswordFiller,45.0
baby1194/spring-boot-vuejs,192.5
settle-club/java-integration-sdk,417.5
gmitch215/SocketMC,932.5
Numelon-Softworks/ThreatenGL,475.0
MoeStick/Taunahi-V3,87.5
jianyuan1991/ragdemo,42.5
apache/bigtop-manager,1125.0
yohanes/zygisk-reflutter,92.5
Liubsyy/JarEditor,710.0
Dashstrom/tp-antlr,62.5
pfeodrippe/vybe,235.0
chenjinhu/XpAuto,30.0
ikaraozdemir/tourizmAgency,30.0
spring-tips/java22,30.0
Yldrmceyy/TourismManagmentSystem,30.0
joeljhou/RabbitMQ,30.0
Krishna18062005/Problem-Solving-Day-41-60,367.5
opensearch-project/user-behavior-insights,1102.5
frc1678/C2024-Public,37.5
15139467313/czh-tool,105.0
AzzappApp/react-native-skia-video,1417.5
YAPP-Github/mafoo-backend,615.0
HypixelDev/ModAPI,762.5
rahulkrishy/CPT_Java,30.0
tginsberg/gatherers4j,830.0
Pedro-Pathing/Pedro-Pathing-Quickstart,282.5
WilloIzCitron/ArchiveDustry-Java,567.5
FoundryMC/veil-example-mod,217.5
