repo,score
calebfletcher/foc,180.0
welpo/git-sumi,612.5
distributed-lab/taprootized-atomic-swaps,152.5
xielong/ai-hub,42.5
bones-ai/rust-ecosystem-simulation,37.5
oldmanpushcart/dashscope4j,495.0
robertknight/ocrs,830.0
i18n-site/rust,260.0
bluenote-1577/fairy,305.0
CASELOAD7000/knockback-sync,600.0
MatthiasGrandl/Loungy,497.5
B-urb/doclytics,6542.5
yashwanthsinghm/shakti_riscv_hal,67.5
aclysma/hydrate,30.0
Proxtx/crontab_status,30.0
nabbisen/mdka-rs,2752.5
IamTheCarl/CommandCAD,180.0
LelsersLasers/UnderwaterWorld,112.5
jnhyatt/bevy_mod_async,177.5
0xPolygonZero/eth-tx-proof,685.0
pace-rs/pace,4475.0
wingbackapp/kind,445.0
AkashKobal/java-full-stack-developement,912.5
frankfralick/dripgrep,30.0
orca-so/whirlpool-cpi,255.0
Kezii/esp32cam_rs,82.5
hadasz/plonkish_basefold,87.5
0xBoji/180DaysOfRust,30.0
iynaix/wfetch,30.0
js2xxx/ferroc,80.0
bobobo1618/ninesleep,145.0
software-mansion/cairo-profiler,1340.0
Poempoat/LimboEmulatorPlus,350.0
gaucho-labs/leptos-hotkeys,1747.5
I-CAN-hack/automotive,905.0
replit/rippkgs,460.0
AdinAck/cargo-embassy,382.5
phy1um/rust-simple-vm,397.5
osmosis-labs/orderbook,955.0
alegian/thaumcraft7,37.5
freethinkel/tauri-nspopover-plugin,72.5
YuhanLiin/micropb,37.5
wez/govee2mqtt,1745.0
bedrock-crustaceans/violinrs,30.0
jakzo/Il2CppDecompiler,42.5
AkshathSai/streamspace,717.5
FedericoBruzzone/tgt,237.5
breez/breez-sdk-liquid,4790.0
koupleless/koupleless,2817.5
apache/datafusion-comet,6857.5
axodotdev/axoupdater,2630.0
cloudflare/foundations,1032.5
KittyCAD/delouse,142.5
project-gauntlet/gauntlet,785.0
d1tto/Rengar,42.5
virtee/tdx,97.5
groovybits/rsllm,1317.5
SpriteOvO/closely,990.0
easystartup-io/k3s-simplified,837.5
conradludgate/measured,240.0
vsbuffalo/granges,295.0
coralblocks/CoralProto,30.0
xxxbrian/cserun,80.0
palerdot/wordl-rs,517.5
mtb0x1/1brc,30.0
mmd-nemati/Compiler-Course-Projects-F2023,30.0
Kapsyloffer/RUSTBU,675.0
ethereumdegen/bevy_mesh_terrain_editor,180.0
imatefx/typesense-prometheus-exporter,362.5
taproot-wizards/purrfect_vault,132.5
chensheng/ddd-boot,30.0
SpeckyYT/gd_sfx,365.0
antiguru/flatcontainer,1340.0
Rozmir-Rohi/mo-creatures-legacy,235.0
Kamesuta/BungeePteroPower,625.0
rot256/research-we-kzg,60.0
aliyun/dataworks-spec,752.5
antlr/antlr5,547.5
aws-samples/s3-fast-list,30.0
danvega/spring-common-mistakes,342.5
maxcountryman/axum-messages,567.5
tingerrr/typst-test,357.5
danvega/rest-client-examples,42.5
ratatui/crates-tui,817.5
renpenguin/display3d,30.0
brian7704/OpenTAK_ICU,685.0
Qiskit/openqasm3_parser,2705.0
DiscreteTom/boruto,30.0
luisbedoia/sx3d,37.5
shuttle-hq/shuttlings,45.0
chirpstack/chirpstack-gateway-mesh,297.5
karthikreddy-7/TCS-NQT-CODING-SHEET,165.0
MortalreminderPT/edit-xlsx,212.5
xfactor-toml/rust-coding-challenges,472.5
LemmyNet/lemmy-client-rs,582.5
0xDerked/solana-anchor-examples,30.0
EladLeev/KeyToField-smt,255.0
gulbanana/gg,595.0
Lord-of-Algorithms/DSA-in-Java,30.0
TFyre/bambu-farm,1217.5
Whitecat18/Rust-for-Malware-Development,87.5
brickadia/p4-fast-reconcile,160.0
Kacperacy/RustEdit,30.0
sidduganeshsid/Core-Java,67.5
vsouzx/Events-Driven-Ecommerce,42.5
trailofbits/decree,55.0
thebracket/one_billion_rows,30.0
Trendyol/kafkathena-jakarta,80.0
0xGlitchbyte/OCrab,97.5
mytang0/brook,327.5
evpl/jkscope,280.0
chenhunghan/mlx-training-rs,310.0
Rapter1990/parkinglot,180.0
cppcoffee/netguard,187.5
apersomany/libcfd,82.5
zpp0196/localsend-rs,145.0
thmshmm/taskui,552.5
flyaruu/rc-car,67.5
frc-862/rhapsody,2692.5
jeremychone-channel/rust-xp-ollama,55.0
mcmah309/surrealdb_migration_engine,280.0
Ragnt/AngryTrainer,30.0
dwallet-labs/2pc-mpc,330.0
VulnPlanet/l3x,382.5
WilfredAlmeida/LightDAS,212.5
semih-turan/The-Full-Stack-Web-Development-Bootcamp,30.0
Yongxin-Hu/TabbyKV,60.0
oxalica/orb,90.0
jimexist/surya-rs,402.5
mathematic-inc/unfmt,955.0
helius-labs/photon,3292.5
ellenhp/airmail,265.0
Schottkyc137/ginko,737.5
ImKennyYip/flappy-bird-java,30.0
datafusion-contrib/datafusion-federation,545.0
cmars/distrans,5970.0
AndroidIDE-CN/AIDE-Plus,692.5
caolib/book_management_system,110.0
erupts/Linq.J,362.5
versotile-org/verso,1640.0
Pulikovskyy/fixitnow,30.0
liubingmx/fast-spring-test,330.0
anonymous123-code/quilt-bisect,440.0
SarthakMakhija/clearcheck,42.5
jimmyjames/fga-spring-examples,205.0
GaoSSR/OnePRO,30.0
dnanhkhoa/acm,345.0
ivabus/lonelyradio,295.0
nwtgck/stacklover-rust,172.5
0xExp-po/scrypto-examples,30.0
remi-dupre/pinix,72.5
dounine/wechat-pay-rust-sdk,65.0
vvvar/checkmark,175.0
eycorsican/leafvpn-desktop,212.5
hexaredecimal/ML,437.5
rustls/rustls-openssl-compat,552.5
tomalbrc/blockbench-import-library,472.5
Rupas1k/source2-demo,100.0
holochain/holochain-serialization-python,30.0
G2-Games/cross-usb,505.0
Kehrlann/spring-boot-testing,120.0
pangenome/impg,695.0
andogq/qubit,3325.0
sentrysoftware/metricshub,2980.0
ekzhang/jute,45.0
ChurchTao/clipboard-rs,872.5
Blockstream/lwk,9115.0
holonym-foundation/vole-zk-prover,60.0
kingwingfly/fav,2570.0
mariofusco/quarkus-drools-llm,172.5
JeroenGar/jagua-rs,197.5
aljazerzen/connector_arrow,142.5
Incendo/cloud-minecraft,1075.0
dumbo-the-developer/Duels,680.0
darko-mesaros/bedrust,1065.0
segment-anything-models-java/SAMJ-IJ,240.0
landaire/wows-toolkit,1242.5
fjall-rs/lsm-tree,2062.5
josephg/egwalker-paper,37.5
regolith-labs/ore-cli,2497.5
polymorphicshade/Tubular,1480.0
blue-build/cli,2890.0
davidlattimore/wild,1347.5
fineshopdesign/cf-wasm,4565.0
StandardSolvers/ps-code-snippets,447.5
carldea/windowblur,42.5
Schr3da/gdext-rust-tutorials,30.0
nkuhn-vmw/GenAI-for-TPCF-Samples,82.5
javierEd/leptos-bulma,455.0
SilinMeng0510/imgcatr,200.0
clockworklabs/spacetimedb-minecraft,217.5
jhannyj/iced_drop,75.0
aerius-labs/indexed-merkle-tree-halo2,67.5
kasugamirai/git_commit_gen,30.0
PaperMC/SectorTool,242.5
Vixenka/bevy_dev,312.5
defi-wonderland/aztec-patterns,187.5
DelphinusLab/zkWasm-prover,757.5
codyd51/uefirc,212.5
ImpossibleReality/Siffra,400.0
Lagrange-Labs/plonky2-recursion,37.5
junelva/wl-gammarelay-applet,80.0
ABC-Engine/lumenpyx,165.0
tmknight/docker-autoheal,3370.0
boa-dev/temporal,1042.5
face-hh/subterfuge,155.0
ycysdf/rxy_ui,195.0
gmelodie/nesquic,30.0
iMilchshake/gores-mapgen,542.5
0xricksanchez/AFL_Runner,1025.0
Kudaes/Shelter,37.5
sayxiaoyan/XiaoRanLiu3119-TVBoxMobile,60.0
adsnaider/qshell,80.0
tier4/icp_rust,97.5
ch32-rs/ch32-hal,437.5
rdbo/dynja,362.5
mindeng/nom-exif,1150.0
Rearth/Oritech,1682.5
mxpv/openusd,222.5
eclipse-tracecompass/org.eclipse.tracecompass,2607.5
shmuelzon/home-assistant-floor-plan,1335.0
soundvibe/ha-danfoss,310.0
DragunWF/Student-Admissions,30.0
TylerBloom/webatui,100.0
jasonjmcghee/plock,510.0
tom-whitehead/hdbscan,307.5
IrreducibleOSS/binius,30.0
containers/crun-vm,1050.0
Julien-cpsn/ATAC,2305.0
MincraftEinstein/SubtleEffects,182.5
reticivis-net/uwd2,117.5
quarkiverse/quarkus-fx,797.5
codeIntrovert/90daysOfDSA,42.5
ryanweideman/3d-terminal-renderer,42.5
hirako2000/rustween,30.0
hardingadonis/saledock,1407.5
DocAssert/doc-assert,457.5
hpmicro/hpm-hal,552.5
AllayMC/EncryptMyPack,50.0
frozolotl/typst-ansi-hl,160.0
sensorial-systems/stable-diffusion,200.0
begcode/begcode-admin,42.5
jadijadi/riverraidrust,592.5
jerryshell/ac-esp,130.0
rust-windowing/winit-next,95.0
dfinity/canbench,970.0
BREAD5940/2024-Onseason,337.5
dicej/isyswasfa,115.0
floris-xlx/supabase_rs,337.5
codeaashu/JAVA-Programming-Challenge,30.0
flashbots/suave-andromeda-revm,280.0
vsbuffalo/genomap,100.0
kyleloving/osm_graph,67.5
mikecvet/nl-sh,237.5
wata-orz/santa2023_permutation_puzzle,30.0
codersauce/red,510.0
marsupialtail/rottnest,285.0
std-microblock/TGStickerProvider,215.0
funbiscuit/embedded-cli-rs,457.5
SorenHolstHansen/leptos_toaster,572.5
4imothy/treegrep,322.5
charmy/react-native-stroke-text,652.5
RobertElderSoftware/robert-elder-software-java-modules,330.0
TiagoFar78/PrisonEscape,1365.0
bombsimon/awesome-garmin,195.0
glehmann/yage,430.0
metaplex-foundation/mpl-core,2892.5
lokerxx/JavaVul,30.0
KidneyOS/KidneyOS,2427.5
6tail/tyme4j,877.5
SUPERCILEX/clipboard-history,1082.5
ahkohd/tauri-macos-menubar-app-example,252.5
edgenai/edgen,1400.0
uutils/util-linux,467.5
biagioT/jpa-search-helper,1557.5
moxin-org/moly,3502.5
delcin-raj/rust_realm,87.5
kaychaks/autopack,155.0
yash-atreya/reth-walk-storage,30.0
rayros/respicta,112.5
ShafiqSadat/IPTVTelegramBot,80.0
jasonjmcghee/xrem,242.5
cc-api/container-integrity-measurement-agent,882.5
thunderbird/xml-struct-rs,112.5
g33kex/ServerWitch,110.0
VaheDanielyan/diffdir,267.5
ulagbulag/kiss-icp-rs,30.0
Swoorup/wgsl-bindgen,820.0
MatrixSenpai/sw4rm-rs,225.0
sjrsjz/vulkanite-modified,92.5
matklad/window,42.5
sasmithx/Chat_Application_Socket_Progrmming,30.0
miliariadnane/spring-boot-doc-rag-bot,30.0
traxys/pantheon,30.0
abhishekabhi789/LyricsForPowerAmp,570.0
OpenCubicChunks/CubicChunks3,370.0
fastnear/fastnear-api-server-rs,240.0
yobibyte/rtd,30.0
ratatui/ratatui-macros,1297.5
swan-io/react-native-browser,545.0
cameron-martin/bazel-lsp,1007.5
w1th4d/JarPlant,120.0
compio-rs/winio,132.5
fluxxcode/egui-file-dialog,1797.5
MR-Addict/mdbook-embedify,710.0
Opa-/x1-mk1-usb2midi,222.5
ezyang/tlparse,2970.0
gdanezis/sui-by-example,30.0
gnattu/p2p-clipboard,92.5
pkulak/filtile,250.0
wisemapping/wisemapping-open-source,142.5
Jij-Inc/pyo3-stub-gen,1220.0
spinkube/containerd-shim-spin,2105.0
15911075183ma/java-onnx-yolo,30.0
JAgentSphere/bytebuddy-agent-demo,290.0
HaHaWTH/AdvancedSensitiveWords,312.5
pop-os/cosmic-files,4405.0
PlasmaFAIR/fortitude,1815.0
Shawnarun/DevelopersStack-OpenSourceNexus,765.0
Azkellas/mesh_to_sdf,580.0
MemoryZy/ZhiYouToolkit,332.5
itome/flx,847.5
AbdelStark/majin-blob,120.0
twitchax/lucidity,80.0
david-d-h/pipeop,67.5
HigherOrderCO/kind2-archive,295.0
SatvikNema/satchat,112.5
joshka/ratatui-widgets,1222.5
Ekleog/indexed-db,82.5
Vaibhavs10/fast-llm.rs,65.0
0vercl0k/rp-bf.rs,195.0
supersurviveur/typst-math,462.5
wadackel/promptuity,585.0
SpringBootCourses/cqrs-banking-app,520.0
eaglerforge/EaglerForge-old,315.0
SaberVM/SaberVM,72.5
mssanamateen/OOP-using-Java,292.5
TuckerBMorgan/poro,30.0
seifrajhi/Kubernetes-practical-exercises-Hands-on,2587.5
afsalthaj/golem-timeline,1730.0
jsStar580/world_of_mathematic,90.0
wayland-transpositor/wprs,902.5
ricott1/rebels-in-the-sky,1115.0
gnosis/solvers,4027.5
linkedin/openhouse,2532.5
Philogy/balls,135.0
geode-sdk/server,4010.0
theseus-rs/postgresql-embedded,3265.0
flynndi/quarkus-jimmer-extension,5585.0
kafbat/kafka-ui,4667.5
Jsinco/BreweryX,2042.5
0xPolygonZero/zk_evm,8065.0
mt1006/mc-ar-mod,202.5
dexie-space/splash,757.5
matter-labs/teepot,1135.0
qpackt/qpackt,115.0
richardanaya/epistemology,330.0
sphaerophoria/termie,60.0
brenoepics/at4j,825.0
vnghia/nghe,2732.5
privacy-scaling-explorations/greco,252.5
nvh0412/ngurra,150.0
SMGCommunity/Whitehole-Neo,720.0
daylanbueno/auth-api,60.0
nvim-neorg/norg-fmt,30.0
PoOnesNerfect/bevy_bsml,442.5
igneous-labs/sanctum-lst-list,2705.0
charlotte-os/charlotte-core,1545.0
yuoo655/ext4_rs,157.5
Fernanda-Kipper/desafio-anotaai-backend,97.5
ArtformGames/BungeeAuthProxy,280.0
zolutal/kheap_sift,67.5
tun2proxy/socks-hub,580.0
Intelligent-CAT-Lab/CodeMind,105.0
embassy-rs/bt-hci,245.0
bevyengine/bevy_editor_prototypes,1342.5
Fuzzyzilla/octotablet,215.0
sniper00/moon_rs,30.0
boustrophedon/pgtemp,247.5
wisp-forest/accessories,680.0
Naton1/osrs-pvp-reinforcement-learning,30.0
simasch/cqrs-meets-modern-java,60.0
every-day-things/citadel,705.0
SevenTV/SevenTV,1095.0
nvim-neorocks/rocks,1605.0
regolith-labs/ore,1040.0
microsoft/sudo,807.5
Missuo0o/FoodDeliveryBackend,30.0
facebook/dotslash,605.0
memorysafety/river,837.5
next-rs/next-rs,230.0
vaginessa/NPatch,30.0
psqlpy-python/psqlpy,3285.0
tejmagar/rusty-web,82.5
jithrew/PantryMate,30.0
hashlookup/poppy,125.0
hyperledger/indy-besu,822.5
seregamorph/spring-test-smart-context,285.0
alejandrogzi/gxf2bed,292.5
mitre-public/open-aria,517.5
N1nn1/dye_depot,562.5
boxbeam/untwine,60.0
SimonCW/ollama-rag-rs,105.0
PawelBis/bevy_wry,60.0
Anof-cyber/AlphaScan,30.0
CCBlueX/liquidbounce_lite,67.5
joshka/tui-scrollview,1057.5
wudgaby/wudgaby-platform,30.0
Void-ux/pixelsort,130.0
shuo-young/lydia,80.0
olivierlemasle/tauri-plugin-python,135.0
microcks/microcks-testcontainers-java-spring-demo,270.0
oviva-ag/ehealthid-relying-party,3035.0
silence-laboratories/silent-shard-dkls23-ll,840.0
HrikB/createXcrunch,92.5
jadonharsh109/IaC-Master-Actions,562.5
srwi/qmk-via-api,130.0
WindySha/tetris,460.0
uncenter/kittysay,677.5
dexterlaboss/archival-rpc,855.0
VovaStelmashchuk/nest2D,195.0
jwdeveloper/TikTokLiveRust,142.5
nipafx/modern-java-demo,30.0
deltadevsde/indexed-merkle-tree,500.0
worldcoin/orb-software,5747.5
k3rs3d/ringfairy,330.0
supabase/pg_replicate,885.0
mrsobakin/dpimyass,137.5
W01fh4cker/MemshellKit,30.0
edera-dev/krata,2322.5
ymgyt/syndicationd,1955.0
cedricp/ecutweaker,220.0
aurora-is-near/aurora-forwarder-contracts,840.0
tfachmann/typst-as-library,82.5
jacek-kurlit/pik,1252.5
turbofuro/turbofuro,1545.0
bytecodealliance/wrpc,3160.0
pubky/pkdns,922.5
kousen/springaiexamples,30.0
manusa/helm-java,1295.0
open-telemetry/weaver,2450.0
krondorl/polyglot-programming,30.0
dee-coder01/BusBuddy,457.5
JaghataiV/Uniswap_arb_bot,42.5
hseager/you-are-merlin,165.0
aleixmorgadas/thin-ports-and-adapters,30.0
GigaDAO/openbook,495.0
ryandotelliott/cosmos-cli,30.0
tomsanbear/candle-einops,120.0
ENATION-UK/page-builder,80.0
5ec1cff/CopySign,30.0
khyerdev/tcobalt,342.5
mintlu8/bevy_stat_query,60.0
matrix-tang/Futures-Spot-Arbitrage-Binance-V1,62.5
jonhoo/codecrafters-git-rust,52.5
sqlparser/java_data_lineage,42.5
SearchScale/lucene-cuvs,202.5
thomasdarimont/keycloak-opa-authz-demo,37.5
alessandrome/YAEmulator-GB-Rust,240.0
icedpygui/IcedPyGui,415.0
idlab-discover/usb-wasm,60.0
distributed-lab/bp-pp,110.0
paradigmxyz/alphanet,1095.0
igumnoff/metatron,135.0
mintlu8/bevy_serde_lens,335.0
IceDynamix/reliquary-archiver,1027.5
Ragarnoy/a121-rs,562.5
roboplc/roboplc,30.0
rzukic/zed-latex,367.5
Lambdua/openai4j,1390.0
rails/rails-new,650.0
zed-extensions/java,167.5
CRLauncher/CRLauncher,2505.0
bitcoin-dev-project/bitcoiner-intro-to-rust,340.0
chiteroman/FrameworkPatch,95.0
fuzzland/girlfriend,42.5
actuate-rs/actuate,1365.0
CollaBu/pennyway-was,4625.0
Hunterdii/GeeksforGeeks-POTD,112.5
EricLBuehler/mistral.rs,8387.5
Ahmad45123/workup,892.5
TennyZhuang/const-currying-rs,50.0
Smart-Home-Guard/tempusalert-be,1162.5
boringthegod/AzureEmailChecker,130.0
automesh-network/netstack-smoltcp,322.5
glaforge/gemini-workshop-for-java-developers,100.0
Reknij/elerp,60.0
promised-ai/rv,1152.5
lcpu-club/rust_learning_group,75.0
ErrorxCode/JxInsta,152.5
Hejow/easy-restdocs-generator,267.5
codyduong/hitokage,545.0
ElNiak/cupp-rs,105.0
anagrambuild/bonsol,1330.0
anddea/revanced-integrations,5352.5
roberte777/rbonsai,30.0
bytecodealliance/wamr-rust-sdk,437.5
fermyon/enterprise-architectures-and-patterns,95.0
darko-mesaros/shuk,217.5
stalwartlabs/webadmin,1315.0
Intersubjective/riblt-rust,140.0
ynqa/jnv,1047.5
Tomiyou/ivyterm,160.0
paritytech/psvm,305.0
nervosnetwork/fiber,2202.5
findhumane/react-native-threaded-downloader,80.0
orsinium-labs/gamgee,30.0
Sofianel5/zk-img-editor,30.0
dvhar/pikeru,85.0
ellie-sleightholm/vercel-rust,90.0
pinterest/tiered-storage,337.5
HexArchBook/bluezone_pro,30.0
chamaadesilva/BookWorm-Library_Management_System,30.0
LizeRaes/feedback-analyzer,157.5
cleverbase/scal3,102.5
ThomasMiz/portal-tunneler,80.0
berzanorg/nacho,30.0
Cvrwed/Haru,317.5
ljmc2000/NoiseLooper,540.0
noxware/hframe,1125.0
drdo/redu,1245.0
DevBobcorn/AcryliCraft,847.5
carloskiki/pulldown-latex,700.0
utilForever/2024-MatKor-Rust-Blog,30.0
getAsterisk/stackwalk,262.5
EasyG0ing1/Migration,180.0
harshdoesdev/rayql,80.0
compolabs/orderbook-contract,2240.0
Mrmayman/quantum-launcher,170.0
prakarshs/Jhethia,67.5
keszybz/add-determinism,375.0
dividebysandwich/LightningView,837.5
dtzxporter/hydra,87.5
rustcoreutils/posixutils-rs,3482.5
NguyenDuck/blocktopograph,340.0
mrchantey/beet,140.0
YPares/nih-faust-jit,172.5
e1732a364fed/ruci,667.5
nanoservicesforge/NanoForge,112.5
naasblod/bevy_contact_projective_decals,152.5
HigherOrderCO/TSPL,90.0
jonas-grgt/bob,520.0
fedimint/fedimint-clientd,1032.5
administrateclouds/animations,75.0
storopoli/dead-man-switch,992.5
conaticus/search-engine-api,30.0
FloatyMonkey/slang-rs,42.5
immanelg/mdopen,90.0
serifpersia/esp32partitiontool,390.0
Paul-weqe/failover,117.5
a2x/cs2-analyzer,60.0
StyraInc/opa-java,3047.5
ACEnglish/kanpig,320.0
igumnoff/gabriel2,152.5
agourlay/ruxguitar,590.0
cosmic-utils/tasks,597.5
antroids/egui-shape-editor,60.0
TimothyYe/knock-rs,230.0
OGminso/ChatHeadFont,257.5
Polyfrost/OneLauncher,492.5
