repo,score
EvaGupta02/AESEncryption,30.0
ErayMert/microservice-log-tracing,30.0
aleixmorgadas/thin-ports-and-adapters,30.0
Tushar-Kapil/DSA-Notes,30.0
nilsreichardt/gad24-tests,397.5
ItziSpyder/ImproperUI,447.5
Gayanukaa/Spring-Boot-Playground,90.0
ENATION-UK/page-builder,80.0
ThomasVitale/langchain4j-spring-boot,917.5
5ec1cff/CopySign,30.0
jon-mil-92/DisplayHotKeys,430.0
amaseng/myinvois-open-sdk,217.5
sqlparser/java_data_lineage,42.5
SearchScale/lucene-cuvs,232.5
uaoan/DkPlayer,217.5
lhccong/sql-slow-mirror,80.0
appujet/jiosaavn-plugin,1032.5
MEEPofFaith/hallucinogen,430.0
arconia-io/arconia,392.5
CRLauncher/CRLauncher,2512.5
dee-coder01/BusBuddy,457.5
ax1sX/RouteCheck-Alpha,122.5
chiteroman/FrameworkPatch,95.0
LadyJessie19/MyFood,30.0
borjavb/bq-lineage-tool,42.5
thomasdarimont/keycloak-opa-authz-demo,37.5
beyond-aion/aion-server,202.5
retoocs007/JavaSysMonitor,392.5
HChenX/HookTool,1207.5
lavalink-devs/youtube-source,1662.5
ZahidFKhan/Streams-API-Practices,37.5
CollaBu/pennyway-was,4677.5
MetaGLM/zhipuai-sdk-java-v4,565.0
C0de-cake/airbnb-clone-backend,60.0
habuma/spring-ai-examples,80.0
Lambdua/openai4j,1487.5
jd-opensource/joylive-agent,1722.5
Hunterdii/GeeksforGeeks-POTD,127.5
sahilshelangia/system-design,30.0
garlic-bred/easy-bedrock-breaker,102.5
Ahmad45123/workup,892.5
SarthakChaudhary46/100-Days-Of-CODE,30.0
ahmedaliibrahim01/TourismAgencyManagementSystem,30.0
halilibrahimsaltas/TourismAgency,30.0
linux-china/sieve-cache,92.5
Keremyardan/Tourism_Agency_Java_Swing,30.0
Stark-8/text-encryption-AES,30.0
5cmc/grim-trident,255.0
Kir-Antipov/cubes-without-borders,1910.0
YunaBraska/streamline,892.5
Hejow/easy-restdocs-generator,267.5
