repo,releases,pulls,open_issues,branches,has_workflows,has_release_workflow,w_simplicity,tests
baby1194/spring-boot-vuejs,0,16.0,1,2,0.0,0.0,-0.9,10.0
jianyuan1991/ragdemo,0,1.0,1,1,0.0,0.0,1.0,9.0
MoeStick/Taunahi-V3,1,1.0,0,1,0.0,0.0,1.0,0.0
gmitch215/SocketMC,10,12.0,1,11,1.0,1.0,-3.8,0.0
yohanes/zygisk-reflutter,1,0.0,2,1,0.0,0.0,1.0,2.0
Numelon-Softworks/ThreatenGL,7,1.0,7,1,0.0,0.0,-1.4,0.0
Liubsyy/JarEditor,8,1.0,17,3,0.0,0.0,1.0,0.0
apache/bigtop-manager,0,158.0,0,5,1.0,0.0,-2.7,198.0
Dashstrom/tp-antlr,0,1.0,2,1,0.0,0.0,1.0,0.0
ikaraozdemir/tourizmAgency,0,0.0,0,1,0.0,0.0,1.0,0.0
opensearch-project/user-behavior-insights,6,43.0,12,11,1.0,0.0,-1.4,0.0
HypixelDev/ModAPI,10,23.0,1,3,0.0,0.0,1.0,0.0
rahulkrishy/CPT_Java,0,0.0,0,1,0.0,0.0,1.0,0.0
joeljhou/RabbitMQ,0,0.0,0,1,0.0,0.0,1.0,7.0
spring-tips/java22,0,0.0,0,1,0.0,0.0,-0.9,0.0
Yldrmceyy/TourismManagmentSystem,0,0.0,0,1,0.0,0.0,1.0,0.0
Krishna18062005/Problem-Solving-Day-41-60,0,9.0,0,10,0.0,0.0,1.0,0.0
Pedro-Pathing/Pedro-Pathing-Quickstart,1,27.0,0,1,0.0,0.0,-0.65,0.0
which0113/community-post-manage,0,0.0,1,1,0.0,0.0,1.0,0.0
FoundryMC/veil-example-mod,0,0.0,3,6,0.0,0.0,-1.15,0.0
JacksonHoggard/raydream,2,1.0,0,2,0.0,0.0,-0.4,0.0
frc1678/C2024-Public,0,1.0,0,1,1.0,0.0,-2.2,0.0
WilloIzCitron/ArchiveDustry-Java,12,5.0,1,1,0.0,0.0,-1.15,0.0
15139467313/czh-tool,1,0.0,2,1,0.0,0.0,1.0,0.0
WarTechMod/Warfare-Technology-1.7.10-NTM-Addon,3,1.0,2,1,0.0,0.0,-0.65,0.0
pfeodrippe/vybe,3,2.0,0,4,1.0,0.0,-5.4,0.0
AzzappApp/react-native-skia-video,25,11.0,3,2,0.0,0.0,-2.5,0.0
chenjinhu/XpAuto,0,0.0,0,1,0.0,0.0,1.0,2.0
YAPP-Github/mafoo-backend,0,70.0,0,4,1.0,0.0,-14.6,0.0
tginsberg/gatherers4j,9,73.0,0,2,0.0,0.0,-0.9,198.0
