repo,score
SearchScale/lucene-cuvs,275.0
LadyJessie19/MyFood,30.0
sqlparser/java_data_lineage,42.5
5ec1cff/CopySign,30.0
karthikreddy-7/Infosys-SP-Coding-Questions,30.0
Arfifias/Matrix_Fan_Game,80.0
ThomasVitale/langchain4j-spring-boot,917.5
dee-coder01/BusBuddy,457.5
lonelytransistor/SystemUINotifier,342.5
aleixmorgadas/thin-ports-and-adapters,30.0
Tushar-Kapil/DSA-Notes,30.0
Gayanukaa/Spring-Boot-Playground,90.0
ENATION-UK/page-builder,80.0
MEEPofFaith/hallucinogen,430.0
ErayMert/microservice-log-tracing,30.0
borjavb/bq-lineage-tool,42.5
uaoan/DkPlayer,217.5
thomasdarimont/keycloak-opa-authz-demo,37.5
CRLauncher/CRLauncher,2847.5
MetaGLM/zhipuai-sdk-java-v4,737.5
CollaBu/pennyway-was,5087.5
arconia-io/arconia,622.5
X1r0z/hessian-utf-8-overlong-encoding,30.0
Mohamed-Yuta/DesignPatterns,37.5
digitalfondue/mjml4j,242.5
chiteroman/FrameworkPatch,95.0
habuma/spring-ai-examples,117.5
Hunterdii/GeeksforGeeks-POTD,150.0
Ahmad45123/workup,892.5
SarthakChaudhary46/100-Days-Of-CODE,30.0
GreenJAB/fixed-minecraft,245.0
Stark-8/text-encryption-AES,30.0
linux-china/sieve-cache,92.5
GizaSystems/AutomationExercisePractice,532.5
xyzbtw/StashMoverPlugin,300.0
sweelam/api-design-and-management-talk,157.5
GuangYiDing/BeanUtilHelper,287.5
Kir-Antipov/cubes-without-borders,1910.0
Vadym79/AWSLambdaJavaWithSpringBoot,30.0
JoseLion/spring-r2dbc-relationships,400.0
CRANKV2/STRP-Profile-App,30.0
ThomasVitale/llm-apps-java-langchain4j,30.0
glaforge/gemini-workshop-for-java-developers,100.0
jacobsjo/worldgen-devtools,1987.5
ptabasso2/oteljavalab,217.5
jlokitha/Library-Management-System,382.5
Hejow/easy-restdocs-generator,417.5
babyfish-ct/jimmer-examples,37.5
phyce/rl-natural-speech,372.5
ThomasVitale/llm-apps-java-spring-ai,77.5
Bram1903/AntiHealthIndicator,970.0
youtrackdb/youtrackdb,1147.5
CleanroomMC/Fugue,3260.0
ErrorxCode/JxInsta,152.5
jinganix/guess,417.5
find-xposed-magisk/LSPatch,122.5
walimorris/opensquare,30.0
findhumane/react-native-threaded-downloader,80.0
ljmc2000/NoiseLooper,540.0
jetty/jetty-examples,425.0
xyzeva/ender-relay,205.0
chamaadesilva/BookWorm-Library_Management_System,30.0
prakarshs/Jhethia,67.5
shnok/l2-unity-gameserver,635.0
yiyuan9/abitoflink,277.5
dnwwdwd/homieMatching,100.0
JustAlittleWolf/ModDetectionPreventer,242.5
DevBobcorn/AcryliCraft,847.5
duckietm/Arcturus-Morningstar-Extended,75.0
EasyG0ing1/Migration,192.5
Katana-Official/Meta,880.0
Cvrws/Haru,437.5
HexArchBook/bluezone_pro,30.0
pinterest/tiered-storage,382.5
NguyenDuck/blocktopograph,395.0
Anjaligaddamidi/javalab,45.0
xflow3r/EP2-solutions,42.5
stuetzlec/merrimack_cs_examples,30.0
MirnaGama/hospital-management-api,442.5
jonas-grgt/bob,520.0
fuqiuluo/QwQ,45.0
StyraInc/opa-java,3060.0
ZJU-ACES-ISE/ChatTester,30.0
qupath/qupath-extension-instanseg,705.0
javpower/easy-flv,87.5
administrateclouds/animations,75.0
Yanyutin753/refresh-gpt-chat,542.5
DHD2280/BCR-Manager,557.5
vesavvo/design_patterns,30.0
lgdd/liferay-client-extensions-samples,37.5
MehVahdJukaar/polytone,680.0
gayanukabulegoda/Hibernate-ORM-Lesson,217.5
DJ-Raven/java-messenger,52.5
serifpersia/esp32partitiontool,402.5
OGminso/ChatHeadFont,245.0
VanceVagell/kv4p-ht,2450.0
xdev-software/spring-data-eclipse-store,2757.5
catchpoint/Tracing.examples-kubernetes-java,75.0
SUDHARSUN2003/Accident-Detection-And-Notification,30.0
oldmanpushcart/qianfan4j,80.0
undermad/diet-generator-api,247.5
MaysHroub/data-structures,30.0
igor-pcholkin/DataAnonymization,80.0
Araykal/Open-Karhu,137.5
KhushPatibandha/RiceDB,60.0
openfga/spring-boot-starter,720.0
koupleless/runtime,2960.0
1brc/nodejs,60.0
danukarangith/Vehicle-ServiceCenter-Management_System,30.0
970263611/redisx,572.5
vdaburon/har-convertor-jmeter-plugin,492.5
VictorModi/Lyrics-Getter-Ext,230.0
IsNott/spring-cloud-security-cli,120.0
marcolenzo/hexagonal-architecture-spring-sample,30.0
vishalmysore/sam,42.5
da-z/woolly,30.0
EasyDarwin/EasyGBD,72.5
ismael221/OpenStreamify,127.5
apache/doris-kafka-connector,705.0
HeliosMinecraft/HeliosClient,92.5
danvega/fcc-spring-boot-3,42.5
Apress/ChatGPT-for-Java,80.0
tzolov/spring-ai-function-calling-portability,30.0
sameh-tarek/Fawry-Internship,90.0
MobinaMhr/Compiler-Course-Projects-S2024,30.0
Tvenus/blockchain,30.0
SemyonSinchenko/spark-connect-example,42.5
xielong/ai-hub,42.5
hssy252/sky,30.0
offici5l/MiBypassTool,255.0
