repo,score
apache/doris-kafka-connector,530.0
EasyDarwin/EasyGBD,30.0
mc-wiki/minecraft-mod-heywiki,2767.5
danvega/fcc-spring-boot-3,42.5
vishalmysore/sam,42.5
jwplayer/jwplayer-react-native,1022.5
palantir/javapoet,1487.5
koupleless/runtime,2872.5
gtrxAC/discord-j2me,1187.5
openfga/spring-boot-starter,617.5
SemyonSinchenko/spark-connect-example,42.5
Aishwaryavenkat10/TestNG-Project,52.5
sameh-tarek/Fawry-Internship,90.0
marcos-dev79/AlgorithmsStudies,30.0
MYethishwar/JavaLabCraft,45.0
guybedo/sugar,67.5
MobinaMhr/Compiler-Course-Projects-S2024,30.0
Apress/ChatGPT-for-Java,80.0
houbb/minicat,240.0
hssy252/sky,30.0
anuragts/tangerine,87.5
CASELOAD7000/knockback-sync,600.0
xielong/ai-hub,42.5
oldmanpushcart/dashscope4j,537.5
NovaEngineering-Source/StellarCore,782.5
LxxxSec/CTF-Java-Gadget,80.0
EmbarkXOfficial/spring-boot-course,60.0
Tvenus/blockchain,30.0
jdubois/jdubois-langchain4j-demo,142.5
offici5l/MiBypassTool,217.5
ThomasOM/Dusk,105.0
HaHaWTH/HAProxy-Detector,80.0
ryuu9505/spring-pokemon-center,30.0
Gary-yang1/JYso,30.0
theodo-fintech/spring-data-event,132.5
AkashKobal/java-full-stack-developement,912.5
advent-of-craft/2024-summer-craft-book,30.0
dzaima/grr,30.0
Nova-Committee/CheatDetector,2290.0
chengenzhao/java-vulkan-mac,30.0
Poempoat/LimboEmulatorPlus,362.5
wch2019/xiaohai-blog,60.0
gyuwon/ArchitecturalRunwayGuidelines,67.5
AkshathSai/streamspace,927.5
BeiShanair/tutorialmod-1.20,1080.0
sviperll/result4j,247.5
jakzo/Il2CppDecompiler,42.5
MoeStick/Skyblock-Extras,80.0
Keksuccino/Linguji,392.5
gama-platform/gama,2330.0
ollama4j/ollama4j-web-ui,272.5
KasugaLibGroup/KasugaLib,1975.0
dRAGon-Okinawa/dRAGon,2360.0
asdflj/AE2Things,1512.5
alegian/thaumcraft7,67.5
koupleless/koupleless,3130.0
waboke/calculator_app_java,1002.5
jagodevreede/sdkman-ui,667.5
ourfor/iPlay,3240.0
Swapnikavinukonda/java_files,187.5
blumek/aura-tower,30.0
renmeijian/HealthChecker,37.5
easystartup-io/k3s-simplified,837.5
armankhondker/leetcode-solutions,30.0
mmd-nemati/Compiler-Course-Projects-F2023,30.0
antlr/antlr5,547.5
EladLeev/KeyToField-smt,375.0
Kamesuta/BungeePteroPower,625.0
MrCrayfish/MrCrayfishFurnitureMod-Refurbished,707.5
aliyun/dataworks-spec,880.0
danvega/rest-client-examples,42.5
AvarionMC/graves,705.0
danvega/spring-common-mistakes,342.5
ndancing/bitcask,30.0
z64a/star-rod,290.0
reivaxy/kinetix,780.0
TharunPerera/Fish-Aquarium-Management-System,30.0
karthikreddy-7/TCS-NQT-CODING-SHEET,172.5
brian7704/OpenTAK_ICU,722.5
d1tto/Rengar,42.5
Direwolf20-MC/JustDireThings,917.5
alina-yur/native-spring-ai,30.0
thesurlydev/spring-ai-collab,75.0
Lord-of-Algorithms/DSA-in-Java,30.0
cubk1/vapev3-opensource,42.5
TFyre/bambu-farm,1325.0
headlesshq/mc-runtime-test,972.5
chensheng/ddd-boot,30.0
oguzkaran/JavaApp2-Jan-2024,30.0
Jumman04/DataManager,480.0
tarihub/hack-flank-cicd,175.0
H3Art-q/JNU-IS-CST-Courses,30.0
WMS-DEV/usos4j,530.0
user93390/seasnail1,560.0
maveniverse/toolbox,3280.0
Rozmir-Rohi/mo-creatures-legacy,285.0
bsorrentino/langgraph4j,895.0
coralblocks/CoralProto,30.0
sidduganeshsid/Core-Java,67.5
cezarysanecki/parking-domain,1370.0
JaneMandy/CVE-2023-51467-Exploit,80.0
Fernanda-Kipper/ai-assistant-java,30.0
zhushimmer/enhance-rpc-zt,30.0
SandhyaMadhunagula/Javalab,67.5
naveenanimation20/SeleniumKeywordDrivenFramework,80.0
Trendyol/kafkathena-jakarta,80.0
google-checks/checks-jenkins-plugin,180.0
evpl/jkscope,280.0
Badbird5907/GHShareXUploader,30.0
FinalForEach/Cosmic-Reach-Save-Library,37.5
semih-turan/The-Full-Stack-Web-Development-Bootcamp,30.0
OWASP/www-project-netryx,37.5
weilueluo/tsm4j,135.0
frc-862/rhapsody,2692.5
kp7742/RootOverlay,55.0
vsouzx/Events-Driven-Ecommerce,42.5
JeevananthamPrabhu/to-do-list-full-stack-java,30.0
mytang0/brook,327.5
Rapter1990/parkinglot,180.0
stephanj/BM25,105.0
johnnyb/ntag424-java,185.0
sisby-folk/surveyor,5487.5
mabartos/keycloak-adaptive-authn,380.0
erupts/Linq.J,362.5
CleanroomMC/Scalar,167.5
jhspetersson/packrat,30.0
ImKennyYip/flappy-bird-java,30.0
nonamecrackers2/simple-clouds,1012.5
thebuildcraft/RemotePlayerWaypointsForXaero,1012.5
caolib/book_management_system,110.0
boozallen/aissemble,3445.0
devoxx/DevoxxGenieIDEAPlugin,6567.5
AndroidIDE-CN/AIDE-Plus,717.5
Pulikovskyy/fixitnow,30.0
liubingmx/fast-spring-test,330.0
jimmyjames/fga-spring-examples,205.0
GaoSSR/OnePRO,30.0
Randgalt/java-composer,255.0
Xyness/SimpleClaimSystem,1437.5
bitstorm/modern-webdev-wicket,30.0
yaaliuzhipeng/fast-mlkit-translate-text,42.5
xdsswar/nfx-lib,42.5
elmfrain/cnmcu,577.5
anonymous123-code/quilt-bisect,440.0
drcircuit/wchhack,50.0
1321928757/chatgpt-sdk-java,80.0
bredlix/wf_companion_app,37.5
MagicHarp/confluence,187.5
IlyaKukharchuk/InfopostAccountService,30.0
dumbo-the-developer/Duels,875.0
Incendo/cloud-minecraft,1075.0
burukeYou/spring-smart-di,42.5
tomalbrc/blockbench-import-library,502.5
mitang0320/leetcodeHot100,30.0
segment-anything-models-java/SAMJ-IJ,272.5
quic/ai-hub-apps,632.5
bizhangjie/CatVodSpider,67.5
st0x0ef/stellaris,805.0
polymorphicshade/Tubular,1542.5
sentrysoftware/metricshub,3357.5
mariofusco/quarkus-drools-llm,172.5
Divested-Mobile/Carrion,92.5
Kehrlann/spring-boot-testing,120.0
afsalashyana/Spring-Boot-Tutorials,37.5
sivaprasadreddy/spring-boot-microservices-course,155.0
StandardSolvers/ps-code-snippets,447.5
longerye/im-chat,127.5
deerborg/Tourism-Agency-Management,30.0
GeyserMC/ThirdPartyCosmetics,115.0
CSEdgeOfficial/Java-Programming-Internship,405.0
GreenScripter/minecraft-bot,60.0
sayxiaoyan/XiaoRanLiu3119-TVBoxMobile,60.0
spring-tips/spring-authorization-server,42.5
TayebsouiniYcode/CoffeeWithDeveloper,187.5
aws/amazon-gamelift-agent,395.0
ComPDFKit/compdfkit-api-samples,30.0
Kooperlol/Blockify,1090.0
DragunWF/Student-Admissions,30.0
forestwanglin/okx-v5-java,30.0
PaperMC/SectorTool,242.5
phegondev/users-management-system,90.0
CompassSecurity/jwt-scanner,417.5
eclipse-tracecompass/org.eclipse.tracecompass,2785.0
soundvibe/ha-danfoss,322.5
B-Rajagopalan/CodingAtti-YouTube,97.5
shmuelzon/home-assistant-floor-plan,1387.5
MincraftEinstein/SubtleEffects,215.0
nkuhn-vmw/GenAI-for-TPCF-Samples,82.5
Rearth/Oritech,2252.5
ColdeZhang/Dominion,3245.0
DIVISIO-AI/whisper-java,30.0
quarkiverse/quarkus-fx,827.5
codeIntrovert/90daysOfDSA,42.5
0Akshay/passcrypt,30.0
hardingadonis/saledock,1407.5
aditya-dua/JBDL-65,30.0
yubb-ai/unofficial-gpt4,530.0
codeaashu/JAVA-Programming-Challenge,30.0
TiagoFar78/PrisonEscape,1365.0
xyzbtw/rusherGUI,137.5
RogoShum/BruteForceRenderingCulling,300.0
parttimenerd/meta-agent,125.0
caoccao/swc4j,780.0
begcode/begcode-admin,42.5
AllayMC/EncryptMyPack,100.0
qos-ch/logback-access,157.5
Devlrxxh/Neptune,797.5
anaconda875/reactive-hibernate-spring-boot-starter,480.0
biagioT/jpa-search-helper,1650.0
std-microblock/TGStickerProvider,227.5
BREAD5940/2024-Onseason,337.5
ViaVersionMCP/ViaForgePlus,477.5
GeyserExtensionists/GeyserModelEngine,332.5
bowbahdoe/jdbc,745.0
RobertElderSoftware/robert-elder-software-java-modules,330.0
charmy/react-native-stroke-text,640.0
alxkm/articles,540.0
6tail/tyme4j,952.5
mukel/llama3.java,207.5
lokerxx/JavaVul,30.0
ChloePrime/AAAParticles,1260.0
grishka/poke.dex,87.5
krkarma777/moonbam,2115.0
anitalakhadze/multiple-auth-api,270.0
corentingosselin/ProdigyCape,655.0
sattinos/xrest,142.5
darksolopic/PasswordManagerGUI,30.0
LekKit/ScalarEvolution,67.5
crystoll/musashi,30.0
ShafiqSadat/IPTVTelegramBot,80.0
sasmithx/Chat_Application_Socket_Progrmming,30.0
miliariadnane/spring-boot-doc-rag-bot,30.0
shinee0401/AdminPanel_Vue,30.0
msbaek/vsa-tdd,60.0
xu-shawn/Serendipity,12547.5
mishmash-io/opentelemetry-server-embedded,612.5
Javabykiran-Angular/161_AdvancedJava,30.0
bennamrouche/irc-tester,75.0
15911075183ma/java-onnx-yolo,30.0
Rapter1990/springbootsecurity,30.0
gradlex-org/java-module-packaging,110.0
SnowCutieOwO/Continue,45.0
wohaopa/GTNHModify,1015.0
abhishekabhi789/LyricsForPowerAmp,620.0
AHUCodingBeast/Waiting-Batch-Bus,42.5
starlake-ai/jsqltranspiler,457.5
swan-io/react-native-browser,545.0
cbrewitt/flipping-copilot,367.5
sjrsjz/vulkanite-modified,105.0
patternhelloworld/spring-security-oauth2-password-jpa-implementation,890.0
artlibs/autotrace4j,357.5
failutee/Mineject,647.5
w1th4d/JarPlant,120.0
Interlink-Media/Sierra,3297.5
HaHaWTH/AdvancedSensitiveWords,312.5
GOLDILOCKS-DBMS/IITP_TASK,30.0
3kh0/eaglercraft-1.8,37.5
JAgentSphere/bytebuddy-agent-demo,315.0
awslabs/analytics-accelerator-s3,1937.5
Consensys/linea-sequencer,5212.5
OpenCubicChunks/CubicChunks3,370.0
tzolov/playground-flight-booking,287.5
DHD2280/Oxygen-Customizer,1040.0
BramStoutProductions/MiEx,935.0
wisemapping/wisemapping-open-source,155.0
CodingGay/BlackShadow,42.5
Shawnarun/DevelopersStack-OpenSourceNexus,765.0
zied-snoussi/git-test,432.5
Gameye98/xtrspc,80.0
Anirudh1103/Complete-Java-and-DSA,30.0
MemoryZy/ZhiYouToolkit,332.5
wxy0715/java_bucket,30.0
Runadee/TourismAgency,42.5
Vavaste/openai-java,30.0
itsJohnCnstn/service-template,840.0
uladzimirFilipchanka/noredraw,392.5
annuk123/Java-Questions,82.5
Rixafy/LatteSupport,612.5
eaglerforge/EaglerForge-old,315.0
tony-xlh/vision-camera-cropper,417.5
habuma/spring-ai-rag-example,30.0
SatvikNema/satchat,112.5
mssanamateen/OOP-using-Java,292.5
1321928757/chatglm-sdk-java,30.0
flutter-youni/flutter_youni_gromore,42.5
SpringBootCourses/cqrs-banking-app,520.0
artsiomkorzun/1brc-walkthrough,30.0
gabrielgua/realworld-springboot,30.0
oracle-devrel/springai-rag-db23ai,120.0
SightStudio/jOOQ-inflearn,30.0
seifrajhi/Kubernetes-practical-exercises-Hands-on,2587.5
aizuda/doc-apis,190.0
Xposed-Modules-Repo/io.github.tehcneko.clipboardwhitelist,80.0
lifting-bits/patchestry,632.5
Kehrlann/spring-security-the-good-parts,97.5
linkedin/openhouse,2697.5
flynndi/quarkus-jimmer-extension,6147.5
aws-samples/sigv4-signing-examples,67.5
BreweryTeam/BreweryX,2397.5
kafbat/kafka-ui,4982.5
mt1006/mc-ar-mod,202.5
Fatimakhan0/javalab,367.5
DGuhr/spring-otel-extended,50.0
daylanbueno/auth-api,60.0
filelize/filelize-java,370.0
khiner/CrosswordFiller,45.0
jzelAdmin2006/m306-TouGH-Vault-github-backupper,30.0
ArtformGames/BungeeAuthProxy,280.0
Intelligent-CAT-Lab/CodeMind,105.0
brenoepics/at4j,825.0
daisukiKaffuChino/MomoQR,330.0
SSANJAY225/offline_device_finder,30.0
codebaorg/redis-keeper,327.5
Missuo0o/FoodDeliveryBackend,30.0
Seyma000/TourismAgency-main,30.0
yohanes/zygisk-reflutter,92.5
vivekanand-vr/javaFullStack-codebase,30.0
MoeStick/Taunahi-V3,87.5
simasch/cqrs-meets-modern-java,60.0
jianyuan1991/ragdemo,42.5
gayanukabulegoda/Live-Chat-Room,30.0
SMGCommunity/Whitehole-Neo,720.0
iNuman/PdfHighlighter,30.0
Fernanda-Kipper/desafio-anotaai-backend,97.5
gmitch215/SocketMC,932.5
vaginessa/NPatch,30.0
Naton1/osrs-pvp-reinforcement-learning,30.0
wisp-forest/accessories,1262.5
Katana-Official/XYNXposed,42.5
Dashstrom/tp-antlr,62.5
jithrew/PantryMate,30.0
mitre-public/open-aria,517.5
N1nn1/dye_depot,597.5
Anof-cyber/AlphaScan,30.0
rahulkrishy/CPT_Java,30.0
FoundryMC/veil-example-mod,217.5
manusa/helm-java,1530.0
chenjinhu/XpAuto,30.0
microcks/microcks-testcontainers-java-spring-demo,270.0
ikaraozdemir/tourizmAgency,30.0
nipafx/modern-java-demo,30.0
maciej-MKan/chess,827.5
spring-tips/java22,30.0
Yldrmceyy/TourismManagmentSystem,30.0
wudgaby/wudgaby-platform,30.0
jadonharsh109/IaC-Master-Actions,562.5
VovaStelmashchuk/nest2D,195.0
W01fh4cker/MemshellKit,30.0
kousen/springaiexamples,42.5
AntiP2WDevelopment/AntiP2W-Addon,205.0
cap-js/cds-intellij,977.5
HypixelDev/ModAPI,762.5
Pedro-Pathing/Pedro-Pathing-Quickstart,230.0
xixogo5105/uiptv,330.0
seregamorph/spring-test-smart-context,457.5
oviva-ag/ehealthid-relying-party,3217.5
WilloIzCitron/ArchiveDustry-Java,542.5
vishalmysore/Tools4AI,480.0
NodeMedia/react-native-nodemediaclient,237.5
cedricp/ecutweaker,325.0
