repo,score
heydocode/limitpush,257.5
Kelvin-1013/solana-jito-pumpfun-mevbot,30.0
OmniOneID/did-ta-server,207.5
womboai/rusttensor,192.5
jnsahaj/lumen,860.0
kardwen/passepartui,240.0
JaLnYn/websocket-ide,130.0
seapagan/bundle-repo,440.0
DGVPSH/SlackOpen,555.0
freetonik/textpod,585.0
ozgunozerk/state-shift,667.5
ranjeethmahankali/alum,310.0
crazyscot/qcp,455.0
blockworks-foundation/autobahn,1075.0
shaicoin/shaipot,80.0
indrakishore/Developers-Community,1252.5
BountySecurity/GBountyProfilesDesigner,192.5
vaktibabat/ecurvechat,30.0
tisonkun/cronexpr,365.0
WickedLukas/nvidia-tuner,180.0
RyanBrewer317/cricket_rs,30.0
preyneyv/swc-plugin-use-prompt,30.0
pydantic/datafusion-query-cache,30.0
Maharramoff/cross-field-validation,30.0
near/near-api-rs,385.0
thexeondev/Shorekeeper,30.0
HourglassDevTeam/HourglassExchange,30.0
danvega/java-rag,30.0
AmrDeveloper/LLQL,130.0
lita-xyz/rust-examples,682.5
regolith-labs/steel,360.0
hoxxep/rapidhash,300.0
Azure-Samples/agent-openai-java-banking-assistant,57.5
arthurprs/canopydb,77.5
tonbo-io/fusio,1262.5
DioCrafts/flusso,287.5
lukeyou05/tacky-borders,420.0
farcasterxyz/snapchain-v0,1307.5
laperlej/zellij-choose-tree,350.0
viktaur/pi6eon,75.0
pycanis/lnrecc,130.0
prameswaraandhika/vendor-management-system-rest,75.0
methuz/Wordcraft,30.0
aalowlevel/typestate-builder,90.0
ak9024/rustywatch,1562.5
Rvn0xsy/Qpipe,130.0
Synphonyte/leptos-bevy-canvas,80.0
Sorrow446/Yandex-Music-Downloader,310.0
EricLBuehler/float8,87.5
ahmedhussein107/Pupils-Plan-W25,37.5
datastaxdevs/conference-2024-devoxx,30.0
shiguredo/mp4-rust,225.0
yobson1/webfishing-midi,392.5
Hacker-Hermanos/rustmerger,30.0
joncinque/solana-program-rosetta,180.0
jeromeleong/poe2openai,80.0
alexpasmantier/rust-devicons,30.0
a-agmon/LocalLRU,292.5
pkts-rs/tappers,415.0
wormholelabs-xyz/example-messaging-endpoint,525.0
Stef16Robbe/harper_zed,285.0
microsoft/verus-proof-synthesis,262.5
flashbots/rollup-boost,812.5
AdamBien/best-of-java-shorts,62.5
kvc0/rust_workshop,45.0
wez/docker-stack-deploy,30.0
jeastham1993/patterns-of-modern-apps,60.0
playX18/asmkit,30.0
med-united/epa4all,650.0
lyric-project/lyric,505.0
robiot/skibidiscript,42.5
AxalotLDev/Async,780.0
tee-he-he/err_err_ttyl,90.0
sevenlabs-hq/carbon,2502.5
cloudflare/trie-hard,130.0
talwat/lowfi,855.0
liyao-l-y/check,72.5
hsa00000/Urocissa,292.5
tailcallhq/gh-workflow,1310.0
clabby/st,392.5
unisat-wallet/fractal-ordinals-collections,6045.0
wong-justin/vic,67.5
JesusMiramontes/Heartbeatrr,30.0
rkrasiuk/metrics-derive,30.0
mekaem/atomalloc,30.0
pivovarit/more-gatherers,555.0
xqb64/ucc,30.0
Irate-Walrus/stardust-rs,30.0
yutannihilation/vellogd-r,390.0
conradludgate/tokio-supervisor,30.0
randomguy3725/MoonLight-public,102.5
asterinas/hyperenclave,200.0
mcbrawls/inject,567.5
huff-language/huff2,227.5
darwindarak/rallyup,87.5
orcacr-solana/pumpfun-mevbot,80.0
hyprutils/hyprparser,487.5
niklaskorz/eurorust2024,30.0
duzhaokun123/YAPatch,542.5
WSH032/pytauri,30.0
alexpasmantier/television,1245.0
WGL-2024/WGL_repo_2024,835.0
nobodywho-ooo/nobodywho,1632.5
oxmmty/raffle_contract,620.0
Azvanzed/vmw-logger-rs,30.0
devongovett/analyze-npm,30.0
danilowhk/swiftness-sp1,30.0
bowbahdoe/color,330.0
Folyd/lox-lang,42.5
yoshuawuyts/cargo-task-wasm,55.0
twolodzko/prolog-rs,60.0
zheland/try-specialize,30.0
rerun-io/egui_table,272.5
CraftJarvis/ROCKET-1,102.5
marc-dantas/pile,30.0
ccbrown/iocraft,1190.0
maxomatic458/bedwa-rs,67.5
hexishq/velos,125.0
BlackSnufkin/NyxInvoke,30.0
dreadnode/tensor-man,280.0
fortress-build/whirlwind,222.5
anonystick/JAVA-ecommerce-backend-api-MEMBER,75.0
apache/maven-hocon-extension,112.5
cosmic-utils/gui-scale-applet,337.5
theelderbeever/mulligan,220.0
C0de-cake/ecommerce-app,30.0
cutupdev/Solana-Arbitrage-Bot,67.5
zlfn/rust-gb,230.0
greymattergames/unbug,235.0
maxcountryman/underway,575.0
MrzDemon/Minecraft-Meteor,80.0
safin-m/zerOS,135.0
armlynobinguar/rust-basics-web3-cebu-polkadot,82.5
alpapie/piscine-java-test,30.0
vishalkrishnaagQwy/VipLang,37.5
esp-rs/esp-hal-community,145.0
cpsdqs/cohost-dl,172.5
rerun-io/kittest,112.5
doroved/proxer,290.0
sakura-rs/sakura-rs,30.0
maciekglowka/wunderkammer,30.0
NoelToy/automatic-relationship-finder,187.5
bdbai/nyquest,30.0
kmdreko/venator,42.5
OwenTrokeBillard/vf2,30.0
Kei-K23/curlio,105.0
urrickhunt/drugwars-rust,230.0
DougAnderson444/rdx,140.0
chengpeng-wang/LLMSAN,42.5
macdao/hands-on-clean-architecture-template,30.0
trinhminhtriet/filerefine,130.0
Fragment-Software/polymarket-eye,30.0
guidance-ai/llgtrt,182.5
jtang613/GhidrAssist,437.5
wasmvision/wasmcv,105.0
iw2d/kinoko,275.0
Timmoth/aid-cli,735.0
KevenJAntenor/Quebec-Centralized-Medical-Record-System,30.0
OmniOneID/did-issuer-server,275.0
ekg/pafcheck,30.0
ombrac/ombrac,662.5
sectordistrict/intentrace,377.5
Jsmoreira02/KoopaShell,30.0
