repo,score
dee-coder01/BusBuddy,457.5
ErayMert/microservice-log-tracing,30.0
aleixmorgadas/thin-ports-and-adapters,30.0
Tushar-Kapil/DSA-Notes,30.0
ENATION-UK/page-builder,80.0
ThomasVitale/langchain4j-spring-boot,917.5
5ec1cff/CopySign,30.0
MEEPofFaith/hallucinogen,430.0
arconia-io/arconia,392.5
sqlparser/java_data_lineage,42.5
SearchScale/lucene-cuvs,202.5
thomasdarimont/keycloak-opa-authz-demo,37.5
uaoan/DkPlayer,217.5
habuma/spring-ai-examples,80.0
Hunterdii/GeeksforGeeks-POTD,112.5
borjavb/bq-lineage-tool,42.5
CRLauncher/CRLauncher,2505.0
CollaBu/pennyway-was,4595.0
chiteroman/FrameworkPatch,95.0
Ahmad45123/workup,892.5
SarthakChaudhary46/100-Days-Of-CODE,30.0
linux-china/sieve-cache,92.5
ThomasVitale/llm-apps-java-langchain4j,30.0
Vadym79/AWSLambdaJavaWithSpringBoot,30.0
GizaSystems/AutomationExercisePractice,532.5
glaforge/gemini-workshop-for-java-developers,100.0
xyzbtw/StashMoverPlugin,300.0
phyce/rl-natural-speech,367.5
Kir-Antipov/cubes-without-borders,1847.5
sweelam/api-design-and-management-talk,157.5
ErrorxCode/JxInsta,152.5
Hejow/easy-restdocs-generator,267.5
Bram1903/AntiHealthIndicator,902.5
anddea/revanced-integrations,5352.5
jinganix/guess,440.0
CleanroomMC/Fugue,2932.5
find-xposed-magisk/LSPatch,122.5
ThomasVitale/llm-apps-java-spring-ai,52.5
walimorris/opensquare,30.0
yiyuan9/abitoflink,277.5
findhumane/react-native-threaded-downloader,80.0
pinterest/tiered-storage,337.5
HexArchBook/bluezone_pro,30.0
chamaadesilva/BookWorm-Library_Management_System,30.0
JustAlittleWolf/ModDetectionPreventer,235.0
Cvrwed/Haru,317.5
ljmc2000/NoiseLooper,540.0
dnwwdwd/homieMatching,100.0
DevBobcorn/AcryliCraft,847.5
jetty/jetty-examples,365.0
burukeYou/fast-retry,55.0
EasyG0ing1/Migration,180.0
prakarshs/Jhethia,67.5
Katana-Official/Meta,742.5
NguyenDuck/blocktopograph,340.0
jonas-grgt/bob,520.0
MirnaGama/hospital-management-api,442.5
DJ-Raven/java-messenger,52.5
administrateclouds/animations,75.0
MehVahdJukaar/polytone,540.0
serifpersia/esp32partitiontool,390.0
StyraInc/opa-java,3047.5
Yanyutin753/refresh-gpt-chat,542.5
xdev-software/spring-data-eclipse-store,2357.5
javpower/easy-flv,75.0
lgdd/liferay-client-extensions-samples,37.5
OGminso/ChatHeadFont,257.5
vesavvo/design_patterns,30.0
DHD2280/BCR-Manager,562.5
catchpoint/Tracing.examples-kubernetes-java,75.0
KhushPatibandha/RiceDB,60.0
vdaburon/har-convertor-jmeter-plugin,492.5
oldmanpushcart/qianfan4j,80.0
vishalmysore/sam,42.5
MaysHroub/data-structures,30.0
undermad/diet-generator-api,247.5
1brc/nodejs,52.5
970263611/redisx,462.5
openfga/spring-boot-starter,542.5
ismael221/OpenStreamify,150.0
Araykal/Open-Karhu,137.5
VictorModi/Lyrics-Getter-Ext,230.0
HeliosMinecraft/HeliosClient,80.0
danvega/fcc-spring-boot-3,42.5
igor-pcholkin/DataAnonymization,80.0
SemyonSinchenko/spark-connect-example,42.5
Tvenus/blockchain,30.0
sameh-tarek/Fawry-Internship,90.0
guybedo/sugar,67.5
NovaEngineering-Source/StellarCore,732.5
MobinaMhr/Compiler-Course-Projects-S2024,30.0
Apress/ChatGPT-for-Java,80.0
jdubois/jdubois-langchain4j-demo,165.0
hssy252/sky,30.0
xielong/ai-hub,42.5
offici5l/MiBypassTool,217.5
oldmanpushcart/dashscope4j,495.0
CASELOAD7000/knockback-sync,600.0
HaHaWTH/HAProxy-Detector,80.0
Gary-yang1/JYso,30.0
dzaima/grr,30.0
gyuwon/ArchitecturalRunwayGuidelines,67.5
AkashKobal/java-full-stack-developement,912.5
chengenzhao/java-vulkan-mac,30.0
Keksuccino/Linguji,392.5
Poempoat/LimboEmulatorPlus,350.0
ollama4j/ollama4j-web-ui,257.5
alegian/thaumcraft7,37.5
jakzo/Il2CppDecompiler,42.5
AkshathSai/streamspace,717.5
gama-platform/gama,2130.0
koupleless/koupleless,2817.5
KasugaLibGroup/KasugaLib,1930.0
d1tto/Rengar,42.5
blumek/aura-tower,30.0
renmeijian/HealthChecker,37.5
easystartup-io/k3s-simplified,837.5
coralblocks/CoralProto,30.0
armankhondker/leetcode-solutions,30.0
TharunPerera/Fish-Aquarium-Management-System,30.0
mmd-nemati/Compiler-Course-Projects-F2023,30.0
chensheng/ddd-boot,30.0
Rozmir-Rohi/mo-creatures-legacy,235.0
Kamesuta/BungeePteroPower,625.0
aliyun/dataworks-spec,752.5
antlr/antlr5,547.5
danvega/spring-common-mistakes,342.5
WMS-DEV/usos4j,530.0
danvega/rest-client-examples,42.5
brian7704/OpenTAK_ICU,685.0
karthikreddy-7/TCS-NQT-CODING-SHEET,165.0
Direwolf20-MC/JustDireThings,1010.0
EladLeev/KeyToField-smt,255.0
MrCrayfish/MrCrayfishFurnitureMod-Refurbished,575.0
reivaxy/kinetix,755.0
Lord-of-Algorithms/DSA-in-Java,30.0
TFyre/bambu-farm,1217.5
sidduganeshsid/Core-Java,67.5
cezarysanecki/parking-domain,1370.0
zhushimmer/enhance-rpc-zt,30.0
vsouzx/Events-Driven-Ecommerce,42.5
naveenanimation20/SeleniumKeywordDrivenFramework,80.0
Trendyol/kafkathena-jakarta,80.0
google-checks/checks-jenkins-plugin,180.0
mytang0/brook,327.5
evpl/jkscope,280.0
Rapter1990/parkinglot,180.0
weilueluo/tsm4j,135.0
frc-862/rhapsody,2692.5
stephanj/BM25,105.0
johnnyb/ntag424-java,185.0
semih-turan/The-Full-Stack-Web-Development-Bootcamp,30.0
OWASP/www-project-netryx,37.5
ImKennyYip/flappy-bird-java,30.0
caolib/book_management_system,110.0
erupts/Linq.J,362.5
AndroidIDE-CN/AIDE-Plus,692.5
Pulikovskyy/fixitnow,30.0
1321928757/chatgpt-sdk-java,80.0
liubingmx/fast-spring-test,330.0
anonymous123-code/quilt-bisect,440.0
jimmyjames/fga-spring-examples,205.0
GaoSSR/OnePRO,30.0
yaaliuzhipeng/fast-mlkit-translate-text,42.5
tomalbrc/blockbench-import-library,472.5
Kehrlann/spring-boot-testing,120.0
sentrysoftware/metricshub,2950.0
mariofusco/quarkus-drools-llm,172.5
Incendo/cloud-minecraft,1075.0
dumbo-the-developer/Duels,680.0
afsalashyana/Spring-Boot-Tutorials,37.5
bizhangjie/CatVodSpider,55.0
segment-anything-models-java/SAMJ-IJ,240.0
polymorphicshade/Tubular,1480.0
StandardSolvers/ps-code-snippets,447.5
carldea/windowblur,42.5
nkuhn-vmw/GenAI-for-TPCF-Samples,82.5
CompassSecurity/jwt-scanner,397.5
PaperMC/SectorTool,242.5
GeyserMC/ThirdPartyCosmetics,115.0
ColdeZhang/Dominion,2880.0
aws/amazon-gamelift-agent,395.0
sayxiaoyan/XiaoRanLiu3119-TVBoxMobile,60.0
Rearth/Oritech,1682.5
eclipse-tracecompass/org.eclipse.tracecompass,2607.5
shmuelzon/home-assistant-floor-plan,1335.0
soundvibe/ha-danfoss,310.0
DragunWF/Student-Admissions,30.0
MincraftEinstein/SubtleEffects,182.5
quarkiverse/quarkus-fx,797.5
codeIntrovert/90daysOfDSA,42.5
0Akshay/passcrypt,30.0
bowbahdoe/jdbc,480.0
hardingadonis/saledock,1407.5
AllayMC/EncryptMyPack,50.0
begcode/begcode-admin,42.5
parttimenerd/meta-agent,125.0
BREAD5940/2024-Onseason,337.5
codeaashu/JAVA-Programming-Challenge,30.0
yubb-ai/unofficial-gpt4,530.0
std-microblock/TGStickerProvider,215.0
ChloePrime/AAAParticles,1235.0
caoccao/swc4j,730.0
charmy/react-native-stroke-text,652.5
RobertElderSoftware/robert-elder-software-java-modules,330.0
