repo,score
swstarlab-infolab/ldbc-complex-benchmark,120.0
adelelawady/beat-stream,92.5
szeiger/perfio,92.5
hamzalamin/ITLens,487.5
dizzydroid/DesignPatternsNutshell,30.0
raphw/build-buddy,30.0
dbeaver/dbeaver-jdbc-libsql,435.0
martinellich/jooq-spring,197.5
wheslleyrimar/BuildCLI,707.5
Nappxy/Evon-Executor,80.0
marcushellberg/spring-ai-examples,30.0
StephenIsTaken/NexusOpen,30.0
ChHsiching/GitHub-Chinese-Top-Charts-Classified,30.0
owenwijaya22/PennyWise,60.0
OmniOneID/did-ta-server,207.5
HeZephyr/RPC-Java,97.5
NanowarOfSteel/HelloWorld,445.0
MeoMunDep/Node-Wars,42.5
duzhaokun123/YAPatch,542.5
Trisitana/hudilao_back_end,30.0
PaperMC/Paper-archive,560.0
NoelToy/automatic-relationship-finder,187.5
OmniOneID/did-issuer-server,275.0
xiegangqingnian1021/devops,30.0
SongJian-99/dj-uav,85.0
luelueking/CVE-2022-25845-In-Spring,42.5
niccellular/baretoot,80.0
IxionLang/Ixion,60.0
algorithm-tools/CausalAnalysis,30.0
Aenjieee/Chess-Rook-Movement-Simulator,75.0
AIDC-AI/ali-langengine,42.5
risin42/NagramX,190.0
coralblocks/CoralRing,37.5
danvega/qbe,30.0
jar-analyzer/class-obf,442.5
Raiffeisen-DGTL/zaychik-trino-proxy,37.5
Devilx86/jadx-ai-view-plugin,92.5
forteBruno/Token-Tailor,80.0
Hirun4/PACMAN_GAME,285.0
stacksimplify/docker-in-a-weekend,30.0
kindblayde/BlazingTool,180.0
alex0x08/teleporta,380.0
hoangpm07/SeedGn,180.0
velmafxx/ShadowTool,180.0
Lordsatanthenuker/DiscordUniverse,30.0
GwenStasee/SilenceGen,180.0
ilevd/cwp,30.0
Aunali321/ReVancedExperiments,1330.0
Pitayafruits/kafka-dog,245.0
seebi70/PurpleStar,180.0
HttpMarco/netline,155.0
trinitylake-io/trinitylake,345.0
vova7878-modules/ScreenshotsEverywhere,230.0
justin0kg/VirtualApp202410,42.5
snowy2121/Solana-Token-Creator,180.0
Jeremiahcheng1206/AML-Monitoring-Engine,30.0
ItsMadruga/WaRevamp,452.5
hoangsonww/Software-Design-Patterns,30.0
ddaakk/docker-boot,80.0
digicert/domain-control-validation,322.5
Mdzin007/Bombie-autoclicker,180.0
MR-MaoJiu/ali_ai_call,42.5
apache/arrow-java,5825.0
openpdfsaucer/openpdfsaucer,172.5
sparrowwallet/larkapp,80.0
fakerUNcode/story-writer,465.0
Soar-Client/Legacy-SoarClient,135.0
bakiayman/HashCats-autoclicker,180.0
fredpena/vaadin-flow-lab,92.5
hangga/delvelin,455.0
huangsam/photohaul,60.0
alexdmiller/shape-mapper,490.0
hassanwasfy/iTell,180.0
tttsaurus/Ingame-Info-Reborn,352.5
cxxsheng/CVE-2022-20474,30.0
hacimertgokhan/denis,580.0
GlideClient/client,145.0
JetBrains/jitwatch4i,42.5
patchescamerababy/ChatOn2API,75.0
danvega/repo-content-generator,80.0
esmaeilsadeghijob/Application-of-Consensus-Algorithms-in-Improving-the-Scalability-of-Microservice-Architecture,280.0
DebitCardz/packet-logger,192.5
developer-krushna/MT-Document-Provider-Injector,30.0
CH3COOK2023/Java-Hand-Writing-Digit-Recognition-Application,30.0
Pedro-Pathing/Quickstart,460.0
LegacyLands/legacy-lands-library,52.5
MikhailSterkhov/broadcast-engine,490.0
hoangsonww/Akari-Puzzle-Game-JavaFX,30.0
xcancloud/AngusTester,30.0
Peharge/learn-java,30.0
Spec-JohnXina/Vape-v4.16,30.0
ali-bouali/game-store-application,60.0
Kalpu-24/SnakeWall,232.5
bowbahdoe/jdk-httpserver-realworld,42.5
springaialibaba/spring-ai-alibaba-examples,315.0
Xposed-Modules-Repo/com.my.televip,387.5
3000IQPlay/AntiRAT-21,80.0
elsese123/Roblox-Unblocked,180.0
davidtos/JUring,67.5
danvega/scm-workshop,150.0
AugmentOS-Community/AugmentOS-Example-App,30.0
mustafa1dev/TeleVip-Lsposed,630.0
quoc10973/Watch-Store-Management,30.0
hoangsonww/Game-2048-JavaFX,30.0
KelvenCassamo/java-language-system,282.5
WinterAlexander/HanziResourcePack,117.5
brianpipa/OverdriveMP3Downloader,150.0
meysamhadeli/booking-microservices-java-spring-boot,240.0
damithch/DamithPayment,30.0
tzolov/voice-assistant-chatbot,30.0
Flectone/FlectonePulse,230.0
Randypro123/Roblox-Wiki,180.0
oddbyte/Unweaken,80.0
rythmaryan/OOPS_Class_Codes,30.0
isinvon/gold-foil-font-api,240.0
ivangfr/spring-boot-user-pass-auth-one-time-token-login,30.0
coze-dev/coze-java,565.0
openbpm-platform/openbpm-control,67.5
mercadolibre/challenge-sbpo-2025,42.5
Intelligent-CAT-Lab/AlphaTrans,110.0
JiHongKim98/redis-extensions,110.0
mariofusco/site-summarizer,57.5
liurui-software/ojr,332.5
B0T1eR/ysoSimple,80.0
sdeigm/uni-meter,942.5
project-material/Videos,80.0
horaciomuller/event-api,105.0
spring-projects-experimental/spring-ai-mcp,890.0
skycatminepokie/FabricBinarySearchTool,615.0
Pedro-Pathing/PedroPathing,542.5
Revxrsal/Zapper,245.0
cattyngmd/CatFormat,392.5
chebuya/minegrief,42.5
yegor256/together,380.0
andressep95/SQLift,260.0
Argon4W/AcceleratedRendering,42.5
techsenger/stagepro,30.0
KOSASIH/qn-tech,67.5
Tinkoprof/WurstPlusThree-Ported,80.0
quarkiverse/quarkus-mcp-server,967.5
ela-codes/vibin,182.5
george0st/Ff2Cql,472.5
LvStrnggg/argon,235.0
SuppieRK/inject,420.0
Kei-Luna/LunaGC_5.3.0,150.0
xdev-software/music-maven-plugin,400.0
siwon1011/Evon-Executor,180.0
hibrahem/architecture_patterns_example,105.0
Mechanical-Advantage/RobotCode2025Public,30.0
jarvis2f/telegram-files,772.5
